locus	description	name
PA2983	probable tolQ-type transport protein	PA2983
PA2984	hypothetical protein	PA2984
PA2985	hypothetical protein	PA2985
PA2986	lipoprotein localization protein LolC	lolC
PA2987	lipoprotein localization protein LolD	lolD
PA2988	lipoprotein localization protein LolE	lolE
PA2989	hypothetical protein	PA2989
PA2990	probable phosphodiesterase	PA2990
PA2991	soluble pyridine nucleotide transhydrogenase	sth
PA2992	hypothetical protein	PA2992
PA2993	conserved hypothetical protein	PA2993
PA2994	Na+-translocating NADH:quinone oxidoreductase, subunit Nqr6	nqrF
PA2995	Na+-translocating NADH:quinone oxidoreductase subunit Nqr5	nqrE
PA2996	Na+-translocating NADH:uniquinone oxidoreductase subunit Nqr4	nqrD
PA2997	Na+-translocating NADH:ubiquinone oxidoreductase subunit Nrq3	nqrC
PA2998	Na+-translocating NADH:ubiquinone oxidoreductase subunit Nrq2	nqrB
PA2999	Na+-translocating NADH:ubiquinone oxidoreductase subunit Nrq1	nqrA
PA3000	aromatic amino acid transport protein AroP1	aroP1
PA3001	probable glyceraldehyde-3-phosphate dehydrogenase	PA3001
PA3002	transcription-repair coupling protein Mfd	mfd
PA3003	hypothetical protein	PA3003
PA3004	5-methylthioadenosine phosphorylase MtnP	PA3004
PA3005	beta-N-acetyl-D-glucosaminidase	nagZ
PA3006	transcriptional regulator PsrA	psrA
PA3007	repressor protein LexA	lexA
PA3008	hypothetical protein	PA3008
PA3009	hypothetical protein	PA3009
PA3010	hypothetical protein	PA3010
PA3011	DNA topoisomerase I	topA
PA3012	hypothetical protein	PA3012
PA3013	fatty-acid oxidation complex beta-subunit	faoB
PA3014	fatty-acid oxidation complex alpha-subunit	faoA
PA3015	hypothetical protein	PA3015
PA3016	hypothetical protein	PA3016
PA3017	conserved hypothetical protein	PA3017
PA3018	hypothetical protein	PA3018
PA3019	probable ATP-binding component of ABC transporter	PA3019
PA3020	probable soluble lytic transglycosylase	PA3020
PA3021	hypothetical protein	PA3021
PA3022	hypothetical protein	PA3022
PA3023	conserved hypothetical protein	PA3023
PA3024	probable carbohydrate kinase	PA3024
PA3025	probable FAD-dependent glycerol-3-phosphate dehydrogenase	PA3025
PA3026	conserved hypothetical protein	PA3026
PA3027	probable transcriptional regulator	PA3027
PA3028	molybdenum cofactor biosynthesis protein A2	moeA2
PA3029	molybdopterin biosynthetic protein B2	moaB2
PA3030	molybdopterin-guanine dinucleotide biosynthesis protein MobA	mobA
PA3031	hypothetical protein	PA3031
PA3032	cytochrome c Snr1	snr1
PA3033	hypothetical protein	PA3033
PA3034	probable transcriptional regulator	PA3034
PA3035	probable glutathione S-transferase	PA3035
PA3036	hypothetical protein	PA3036
PA3037	hypothetical protein	PA3037
PA3038	OpdQ	opdQ
PA3039	probable transporter	PA3039
PA3040	conserved hypothetical protein	PA3040
PA3041	hypothetical protein	PA3041
PA3042	hypothetical protein	PA3042
PA3043	conserved hypothetical protein	PA3043
PA3044	Two-component sensor RocS2	rocsS2
PA3045	Two-component response regulator, RocA2	rocA2
PA3046	conserved hypothetical protein	PA3046
PA3047	probable D-alanyl-D-alanine carboxypeptidase	PA3047
PA3048	conserved hypothetical protein	PA3048
PA3049	ribosome modulation factor	rmf
PA3050	dihydroorotate dehydrogenase	pyrD
PA3051	hypothetical protein	PA3051
PA3052	hypothetical protein	PA3052
PA3053	probable hydrolytic enzyme	PA3053
PA3054	hypothetical protein	PA3054
PA3055	hypothetical protein	PA3055
PA3056	hypothetical protein	PA3056
PA3057	hypothetical protein	PA3057
PA3058	PelG	pelG
PA3059	PelF	pelF
PA3060	PelE	pelE
PA3061	PelD	pelD
PA3062	PelC	pelC
PA3063	PelB	pelB
PA3064	PelA	pelA
PA3065	hypothetical protein	PA3065
PA3066	hypothetical protein	PA3066
PA3067	probable transcriptional regulator	PA3067
PA3068	NAD-dependent glutamate dehydrogenase	gdhB
PA3069	hypothetical protein	PA3069
PA3070	conserved hypothetical protein	PA3070
PA3071	hypothetical protein	PA3071
PA3072	hypothetical protein	PA3072
PA3073	hypothetical protein	PA3073
PA3074	hypothetical protein	PA3074
PA3075	hypothetical protein	PA3075
PA3076	hypothetical protein	PA3076
PA3077	CprR	cprR
PA3078	CprS	cprS
PA3079	hypothetical protein	PA3079
PA3080	hypothetical protein	PA3080
PA3081	conserved hypothetical protein	PA3081
PA3082	glycine betaine transmethylase	gbt
PA3083	aminopeptidase N	pepN
PA3084	hypothetical protein	PA3084
PA3085	hypothetical protein	PA3085
PA3086	hypothetical protein	PA3086
PA3087	hypothetical protein	PA3087
PA3088	conserved hypothetical protein	PA3088
PA3089	hypothetical protein	PA3089
PA3090	hypothetical protein	PA3090
PA3091	hypothetical protein	PA3091
PA3092	2,4-dienoyl-CoA reductase FadH1	fadH1
PA3093	hypothetical protein	PA3093
PA3094	probable transcriptional regulator	PA3094
PA3095	general secretion pathway protein M	xcpZ
PA3096	general secretion pathway protein L	xcpY
PA3097	general secretion pathway protein K	xcpX
PA3098	general secretion pathway protein J	xcpW
PA3099	general secretion pathway protein I	xcpV
PA3100	General secretion pathway outer membrane protein H precursor	xcpU
PA3101	general secretion pathway protein G	xcpT
PA3102	general secretion pathway protein F	xcpS
PA3103	general secretion pathway protein E	xcpR
PA3104	secretion protein XcpP	xcpP
PA3105	general secretion pathway protein D	xcpQ
PA3106	probable short-chain dehydrogenase	PA3106
PA3107	o-succinylhomoserine sulfhydrylase	metZ
PA3108	amidophosphoribosyltransferase	purF
PA3109	hypothetical protein	PA3109
PA3110	hypothetical protein	PA3110
PA3111	folylpolyglutamate synthetase	folC
PA3112	acetyl-CoA carboxylase beta subunit	accD
PA3113	N-(5'phosphoribosyl)anthranilate (PRA) isomerase	trpF
PA3114	tRNA-pseudouridine synthase I	truA
PA3115	Motility protein FimV	fimV
PA3116	probable aspartate-semialdehyde dehydrogenase	PA3116
PA3117	aspartate semialdehyde dehydrogenase	asd
PA3118	3-isopropylmalate dehydrogenase	leuB
PA3119	conserved hypothetical protein	PA3119
PA3120	3-isopropylmalate dehydratase small subunit	leuD
PA3121	3-isopropylmalate dehydratase large subunit	leuC
PA3122	probable transcriptional regulator	PA3122
PA3123	conserved hypothetical protein	PA3123
PA3124	probable transcriptional regulator	PA3124
PA3125	hypothetical protein	PA3125
PA3126	heat-shock protein IbpA	ibpA
PA3127	hypothetical protein	PA3127
PA3128	probable short-chain dehydrogenase	PA3128
PA3129	conserved hypothetical protein	PA3129
PA3130	hypothetical protein	PA3130
PA3131	probable aldolase	PA3131
PA3132	probable hydrolase	PA3132
PA3133	probable transcriptional regulator	PA3133
PA3134	glutamyl-tRNA synthetase	gltX
PA3135	probable transcriptional regulator	PA3135
PA3136	probable secretion protein	PA3136
PA3137	probable major facilitator superfamily (MFS) transporter	PA3137
PA3138	excinuclease ABC subunit B	uvrB
PA3139	probable amino acid aminotransferase	PA3139
PA3140	hypothetical protein	PA3140
PA3141	nucleotide sugar epimerase/dehydratase WbpM	wbpM
PA3142	integrase	PA3142
PA3143	transposase	PA3143
PA3144	transposase with Helix-turn-helix Hin domain	PA3144
PA3145	glycosyltransferase WbpL	wbpL
PA3146	probable NAD-dependent epimerase/dehydratase WbpK	wbpK
PA3147	probable glycosyl transferase WbpJ	wbpJ
PA3148	UDP-N-acetylglucosamine 2-epimerase WbpI	wbpI
PA3149	probable glycosyltransferase WbpH	wbpH
PA3150	LPS biosynthesis protein WbpG	wbpG
PA3151	imidazoleglycerol-phosphate synthase, cyclase subunit	hisF2
PA3152	glutamine amidotransferase	hisH2
PA3153	O-antigen translocase	wzx
PA3154	B-band O-antigen polymerase	wzy
PA3155	UDP-2-acetamido-2-dideoxy-d-ribo-hex-3-uluronic acid transaminase, wbpE	wbpE
PA3156	UDP-2-acetamido-3-amino-2,3-dideoxy-d-glucuronic acid N-acetyltransferase, WbpD	wbpD
PA3157	probable acetyltransferase	PA3157
PA3158	UDP-2-acetamido-2-deoxy-d-glucuronic acid 3-dehydrogenase, WbpB	wbpB
PA3159	UDP-N-acetyl-d-glucosamine 6-Dehydrogenase	wbpA
PA3160	O-antigen chain length regulator	wzz
PA3161	integration host factor beta subunit	himD
PA3162	30S ribosomal protein S1	rpsA
PA3163	cytidylate kinase	cmk
PA3165	histidinol-phosphate aminotransferase	hisC2
PA3166	chorismate mutase	pheA
PA3167	3-phosphoserine aminotransferase	serC
PA3168	DNA gyrase subunit A	gyrA
PA3169	5-methylthioribose-1-phosphate isomerase MtnA	PA3169
PA3170	conserved hypothetical protein	PA3170
PA3171	3-demethylubiquinone-9 3-methyltransferase	ubiG
PA3172	probable hydrolase	PA3172
PA3173	probable short-chain dehydrogenase	PA3173
PA3174	HutR	hutR
PA3175	HutE	hutE
PA3176	glutamate/sodium ion symporter, GltS	gltS
PA3177	hypothetical protein	PA3177
PA3178	hypothetical protein	PA3178
PA3179	conserved hypothetical protein	PA3179
PA3180	hypothetical protein	PA3180
PA3181	2-keto-3-deoxy-6-phosphogluconate aldolase	PA3181
PA3182	6-phosphogluconolactonase	pgl
PA3183	glucose-6-phosphate 1-dehydrogenase	zwf
PA3184	probable transcriptional regulator	PA3184
PA3185	hypothetical protein	PA3185
PA3186	Glucose/carbohydrate outer membrane porin OprB precursor	oprB
PA3187	probable ATP-binding component of ABC transporter	PA3187
PA3188	probable permease of ABC sugar transporter	PA3188
PA3189	probable permease of ABC sugar transporter	PA3189
PA3190	probable binding protein component of ABC sugar transporter	PA3190
PA3191	glucose transport sensor, GtrS	gtrS
PA3192	two-component response regulator GltR	gltR
PA3193	glucokinase	glk
PA3194	phosphogluconate dehydratase	edd
PA3195	glyceraldehyde 3-phosphate dehydrogenase	gapA
PA3196	hypothetical protein	PA3196
PA3197	hypothetical protein	PA3197
PA3198	conserved hypothetical protein	PA3198
PA3199	conserved hypothetical protein	PA3199
PA3200	conserved hypothetical protein	PA3200
PA3201	conserved hypothetical protein	PA3201
PA3202	conserved hypothetical protein	PA3202
PA3203	hypothetical protein	PA3203
PA3204	two-component response regulator CpxR	cpxR
PA3205	hypothetical protein	PA3205
PA3206	probable two-component sensor	PA3206
PA3207	hypothetical protein	PA3207
PA3208	conserved hypothetical protein	PA3208
PA3209	conserved hypothetical protein	PA3209
PA3210	potassium uptake protein TrkH	trkH
PA3211	probable permease of ABC transporter	PA3211
PA3212	probable ATP-binding component of ABC transporter	PA3212
PA3213	hypothetical protein	PA3213
PA3214	hypothetical protein	PA3214
PA3215	probable transcriptional regulator	PA3215
PA3216	hypothetical protein	PA3216
PA3217	CyaB	cyaB
PA3218	hypothetical protein	PA3218
PA3219	hypothetical protein	PA3219
PA3220	probable transcriptional regulator	PA3220
PA3221	CsaA protein	csaA
PA3222	hypothetical protein	PA3222
PA3223	AzoR3, azoreductase 3	azoR3
PA3224	hypothetical protein	PA3224
PA3225	probable transcriptional regulator	PA3225
PA3226	probable hydrolase	PA3226
PA3227	peptidyl-prolyl cis-trans isomerase A	ppiA
PA3228	probable ATP-binding/permease fusion ABC transporter	PA3228
PA3229	hypothetical protein	PA3229
PA3230	conserved hypothetical protein	PA3230
PA3231	hypothetical protein	PA3231
PA3232	probable nuclease	PA3232
PA3233	hypothetical protein	PA3233
PA3234	probable sodium:solute symporter	PA3234
PA3235	conserved hypothetical protein	PA3235
PA3236	BetX	betX
PA3237	hypothetical protein	PA3237
PA3238	hypothetical protein	PA3238
PA3239	conserved hypothetical protein	PA3239
PA3240	conserved hypothetical protein	PA3240
PA3241	hypothetical protein	PA3241
PA3242	temperature-regulated acyltransferase HtrB1	htrB2
PA3243	cell division inhibitor MinC	minC
PA3244	cell division inhibitor MinD	minD
PA3245	cell division topological specificity factor MinE	minE
PA3246	pseudouridine synthase RluA	rluA
PA3247	hypothetical protein	PA3247
PA3248	Uncharacterized protein	PA3248
PA3249	probable transcriptional regulator	PA3249
PA3250	hypothetical protein	PA3250
PA3251	hypothetical protein	PA3251
PA3252	probable permease of ABC transporter	PA3252
PA3253	probable permease of ABC transporter	PA3253
PA3254	probable ATP-binding component of ABC transporter	PA3254
PA3255	hypothetical protein	PA3255
PA3256	probable oxidoreductase	PA3256
PA3257	AlgO	algO
PA3258	hypothetical protein	PA3258
PA3259	hypothetical protein	PA3259
PA3259.1	Uncharacterized protein	PA3259.1
PA3260	probable transcriptional regulator	PA3260
PA3261	hypothetical protein	PA3261
PA3262	probable peptidyl-prolyl cis-trans isomerase, FkbP-type	PA3262
PA3263	conserved hypothetical protein	PA3263
PA3264	probable transporter	PA3264
PA3265	probable transporter	PA3265
PA3266	cold acclimation protein B	capB
PA3267	hypothetical protein	PA3267
PA3268	probable TonB-dependent receptor	PA3268
PA3269	probable transcriptional regulator	PA3269
PA3270	hypothetical protein	PA3270
PA3271	probable two-component sensor	PA3271
PA3272	probable ATP-dependent DNA helicase	PA3272
PA3273	hypothetical protein	PA3273
PA3274	hypothetical protein	PA3274
PA3275	conserved hypothetical protein	PA3275
PA3276	hypothetical protein	PA3276
PA3277	probable short-chain dehydrogenase	PA3277
PA3278	hypothetical protein	PA3278
PA3279	Phosphate-specific outer membrane porin OprP precursor	oprP
PA3280	Pyrophosphate-specific outer membrane porin OprO precursor	oprO
PA3281	hypothetical protein	PA3281
PA3282	hypothetical protein	PA3282
PA3283	conserved hypothetical protein	PA3283
PA3284	hypothetical protein	PA3284
PA3285	probable sigma-70 factor, ECF subfamily	PA3285
PA3286	hypothetical protein	PA3286
PA3287	conserved hypothetical protein	PA3287
PA3288	hypothetical protein	PA3288
PA3289	hypothetical protein	PA3289
PA3290	Tle1	tle1
PA3291	Tli1	tli1
PA3292	hypothetical protein	PA3292
PA3293	hypothetical protein	PA3293
PA3294	VgrG4a	vgrG4a
PA3295	probable HIT family protein	PA3295
PA3296	alkaline phosphatase	phoA
PA3297	probable ATP-dependent helicase	PA3297
PA3298	hypothetical protein	PA3298
PA3299	long-chain-fatty-acid--CoA ligase	fadD1
PA3300	long-chain-fatty-acid--CoA ligase	fadD2
PA3301	hypothetical protein	PA3301
PA3302	conserved hypothetical protein	PA3302
PA3303	probable major facilitator superfamily (MFS) transporter	PA3303
PA3304	conserved hypothetical protein	PA3304
PA3305	hypothetical protein	PA3305
PA3306	hypothetical protein	PA3306
PA3307	hypothetical protein	PA3307
PA3308	RNA helicase HepA	hepA
PA3309	conserved hypothetical protein	PA3309
PA3310	conserved hypothetical protein	PA3310
PA3311	NbdA	nbdA
PA3312	probable 3-hydroxyisobutyrate dehydrogenase	PA3312
PA3313	hypothetical protein	PA3313
PA3314	probable ATP-binding component of ABC transporter	PA3314
PA3315	probable permease of ABC transporter	PA3315
PA3316	probable permease of ABC transporter	PA3316
PA3317	hypothetical protein	PA3317
PA3318	hypothetical protein	PA3318
PA3319	non-hemolytic phospholipase C precursor	plcN
PA3320	hypothetical protein	PA3320
PA3321	probable transcriptional regulator	PA3321
PA3322	hypothetical protein	PA3322
PA3323	conserved hypothetical protein	PA3323
PA3324	probable short-chain dehydrogenase	PA3324
PA3325	conserved hypothetical protein	PA3325
PA3326	ClpP2	clpP2
PA3327	probable non-ribosomal peptide synthetase	PA3327
PA3328	probable FAD-dependent monooxygenase	PA3328
PA3329	hypothetical protein	PA3329
PA3330	probable short chain dehydrogenase	PA3330
PA3331	cytochrome P450	PA3331
PA3332	conserved hypothetical protein	PA3332
PA3333	3-oxoacyl-[acyl-carrier-protein] synthase III	fabH2
PA3334	probable acyl carrier protein	PA3334
PA3335	hypothetical protein	PA3335
PA3336	probable major facilitator superfamily (MFS) transporter	PA3336
PA3337	ADP-L-glycero-D-mannoheptose 6-epimerase	rfaD
PA3338	hypothetical protein	PA3338
PA3339	patatin-like protein, PlpD	plpD
PA3340	hypothetical protein	PA3340
PA3341	probable transcriptional regulator	PA3341
PA3342	hypothetical protein	PA3342
PA3343	diguanylate cyclase HsbD	hsbD
PA3344	ATP-dependent DNA helicase RecQ	recQ
PA3345	Histidine phosphotransfer protein HptB	hptB
PA3346	HptB-dependent secretion and biofilm regulator HsbR	hsbR
PA3347	HptB-dependent secretion and biofilm anti anti-sigma factor HsbA	hsbA
PA3348	probable chemotaxis protein methyltransferase	PA3348
PA3349	probable chemotaxis protein	PA3349
PA3350	hypothetical protein	PA3350
PA3351	FlgM	flgM
PA3352	hypothetical protein	PA3352
PA3353	hypothetical protein	PA3353
PA3354	hypothetical protein	PA3354
PA3355	hypothetical protein	PA3355
PA3356	Glutamylpolyamine synthetase	pauA5
PA3357	D-serine dehydratase	dsdA
PA3358	hypothetical protein	PA3358
PA3359	hypothetical protein	PA3359
PA3360	probable secretion protein	PA3360
PA3361	fucose-binding lectin PA-IIL	lecB
PA3362	hypothetical protein	PA3362
PA3363	aliphatic amidase regulator	amiR
PA3364	aliphatic amidase expression-regulating protein	amiC
PA3365	probable chaperone	PA3365
PA3366	aliphatic amidase	amiE
PA3367	hypothetical protein	PA3367
PA3368	probable acetyltransferase	PA3368
PA3369	hypothetical protein	PA3369
PA3370	hypothetical protein	PA3370
PA3371	hypothetical protein	PA3371
PA3372	conserved hypothetical protein	PA3372
PA3373	conserved hypothetical protein	PA3373
PA3374	conserved hypothetical protein	PA3374
PA3375	probable ATP-binding component of ABC transporter	PA3375
PA3376	probable ATP-binding component of ABC transporter	PA3376
PA3377	conserved hypothetical protein	PA3377
PA3378	conserved hypothetical protein	PA3378
PA3379	conserved hypothetical protein	PA3379
PA3380	conserved hypothetical protein	PA3380
PA3381	probable transcriptional regulator	PA3381
PA3382	phosphonate transport protein PhnE	phnE
PA3383	binding protein component of ABC phosphonate transporter	PA3383
PA3384	ATP-binding component of ABC phosphonate transporter	phnC
PA3385	alginate and motility regulator Z	amrZ
PA3386	conserved hypothetical protein	PA3386
PA3387	beta-ketoacyl reductase	rhlG
PA3388	conserved hypothetical protein	PA3388
PA3390	hypothetical protein	PA3390
PA3389	probable ring-cleaving dioxygenase	PA3389
PA3391	regulatory protein NosR	nosR
PA3392	nitrous-oxide reductase precursor	nosZ
PA3393	NosD protein	nosD
PA3394	NosF protein	nosF
PA3395	NosY protein	nosY
PA3396	NosL protein	nosL
PA3397	FprA	fprA
PA3398	probable transcriptional regulator	PA3398
PA3399	hypothetical protein	PA3399
PA3400	hypothetical protein	PA3400
PA3401	hypothetical protein	PA3401
PA3402	hypothetical protein	PA3402
PA3403	hypothetical protein	PA3403
PA3404	probable outer membrane protein precursor	PA3404
PA3405	metalloprotease secretion protein	hasE
PA3406	transport protein HasD	hasD
PA3407	heme acquisition protein HasAp	hasAp
PA3408	Heme uptake outer membrane receptor HasR precursor	hasR
PA3409	HasS	hasS
PA3410	HasI	hasI
PA3411	hypothetical protein	PA3411
PA3412	hypothetical protein	PA3412
PA3413	conserved hypothetical protein	PA3413
PA3414	hypothetical protein	PA3414
PA3415	probable dihydrolipoamide acetyltransferase	PA3415
PA3416	probable pyruvate dehydrogenase E1 component, beta chain	PA3416
PA3417	probable pyruvate dehydrogenase E1 component, alpha subunit	PA3417
PA3418	leucine dehydrogenase	ldh
PA3419	hypothetical protein	PA3419
PA3420	probable transcriptional regulator	PA3420
PA3421	conserved hypothetical protein	PA3421
PA3422	hypothetical protein	PA3422
PA3423	probable transcriptional regulator	PA3423
PA3424	hypothetical protein	PA3424
PA3425	hypothetical protein	PA3425
PA3426	probable enoyl CoA-hydratase/isomerase	PA3426
PA3427	probable short-chain dehydrogenases	PA3427
PA3428	hypothetical protein	PA3428
PA3429	probable epoxide hydrolase	PA3429
PA3430	probable aldolase	PA3430
PA3431	conserved hypothetical protein	PA3431
PA3432	hypothetical protein	PA3432
PA3433	probable transcriptional regulator	PA3433
PA3434	probable transposase	PA3434
PA3435	conserved hypothetical protein	PA3435
PA3436	hypothetical protein	PA3436
PA3437	dihydromonapterin reductase, FolM	folM
PA3438	GTP cyclohydrolase I precursor	folE1
PA3439	d-erythro-7,8-dihydroneopterin triphosphate epimerase	folX
PA3440	conserved hypothetical protein	PA3440
PA3440.1	Uncharacterized protein	PA3440.1
PA3441	probable molybdopterin-binding protein	PA3441
PA3442	probable ATP-binding component of ABC transporter	PA3442
PA3443	probable permease of ABC transporter	PA3443
PA3444	conserved hypothetical protein	PA3444
PA3445	conserved hypothetical protein	PA3445
PA3446	conserved hypothetical protein	PA3446
PA3447	probable ATP-binding component of ABC transporter	PA3447
PA3448	probable permease of ABC transporter	PA3448
PA3449	conserved hypothetical protein	PA3449
PA3450	1-Cys peroxiredoxin LsfA	lsfA
PA3451	hypothetical protein	PA3451
PA3452	malate:quinone oxidoreductase	mqoA
PA3453	conserved hypothetical protein	PA3453
PA3454	probable acyl-CoA thiolase	PA3454
PA3455	conserved hypothetical protein	PA3455
PA3456	hypothetical protein	PA3456
PA3457	hypothetical protein	PA3457
PA3458	probable transcriptional regulator	PA3458
PA3459	probable glutamine amidotransferase	PA3459
PA3460	probable acetyltransferase	PA3460
PA3461	conserved hypothetical protein	PA3461
PA3462	probable sensor/response regulator hybrid	PA3462
PA3463	conserved hypothetical protein	PA3463
PA3464	hypothetical protein	PA3464
PA3465	conserved hypothetical protein	PA3465
PA3466	probable ATP-dependent RNA helicase	PA3466
PA3467	probable major facilitator superfamily (MFS) transporter	PA3467
PA3468	conserved hypothetical protein	PA3468
PA3469	conserved hypothetical protein	PA3469
PA3470	hypothetical protein	PA3470
PA3471	probable malic enzyme	PA3471
PA3472	hypothetical protein	PA3472
PA3473	hypothetical protein	PA3473
PA3474	conserved hypothetical protein	PA3474
PA3475	cyclohexadienyl dehydratase precursor	pheC
PA3476	autoinducer synthesis protein RhlI	rhlI
PA3477	transcriptional regulator RhlR	rhlR
PA3478	rhamnosyltransferase chain B	rhlB
PA3479	rhamnosyltransferase chain A	rhlA
PA3480	probable deoxycytidine triphosphate deaminase	PA3480
PA3481	conserved hypothetical protein	PA3481
PA3482	methionyl-tRNA synthetase	metG
PA3483	hypothetical protein	PA3483
PA3484	Tse3	tse3
PA3485	Tsi3	tsi3
PA3486	VgrG4b	vgrG4b
PA3487	Tle5	tle5
PA3488	Tli5	tli5
PA3489	conserved hypothetical protein	PA3489
PA3490	probable ferredoxin	PA3490
PA3491	probable ferredoxin	PA3491
PA3492	conserved hypothetical protein	PA3492
PA3493	conserved hypothetical protein	PA3493
PA3494	conserved hypothetical protein	PA3494
PA3495	endonuclease III	nth
PA3496	hypothetical protein	PA3496
PA3497	hypothetical protein	PA3497
PA3498	probable oxidoreductase	PA3498
PA3499	hypothetical protein	PA3499
PA3500	conserved hypothetical protein	PA3500
PA3501	hypothetical protein	PA3501
PA3502	hypothetical protein	PA3502
PA3503	hypothetical protein	PA3503
PA3504	probable aldehyde dehydrogenase	PA3504
PA3505	hypothetical protein	PA3505
PA3506	probable decarboxylase	PA3506
PA3507	probable short-chain dehydrogenase	PA3507
PA3508	probable transcriptional regulator	PA3508
PA3509	probable hydrolase	PA3509
PA3510	hypothetical protein	PA3510
PA3511	probable short-chain dehydrogenase	PA3511
PA3512	probable permease of ABC transporter	PA3512
PA3513	hypothetical protein	PA3513
PA3514	probable ATP-binding component of ABC transporter	PA3514
PA3515	hypothetical protein	PA3515
PA3516	probable lyase	PA3516
PA3517	probable lyase	PA3517
PA3518	hypothetical protein	PA3518
PA3519	hypothetical protein	PA3519
PA3520	hypothetical protein	PA3520
PA3521	OpmE	opmE
PA3522	MexQ	mexQ
PA3523	MexP	mexP
PA3524	lactoylglutathione lyase	gloA1
PA3525	argininosuccinate synthase	argG
PA3526	MotY	motY
PA3527	dihydroorotase	pyrC
PA3528	ribonuclease T	rnt
PA3529	alkylhydroperoxide reductase C	PA3529
PA3530	bacterioferritin-associated ferredoxin Bfd	bfd
PA3531	bacterioferritin	bfrB
PA3532	hypothetical protein	PA3532
PA3533	GrxD	grxD
PA3534	probable oxidoreductase	PA3534
PA3535	probable serine protease	PA3535
PA3536	hypothetical protein	PA3536
PA3537	ornithine carbamoyltransferase, anabolic	argF
PA3538	probable ATP-binding component of ABC transporter	PA3538
PA3539	conserved hypothetical protein	PA3539
PA3540	GDP-mannose 6-dehydrogenase AlgD	algD
PA3541	alginate biosynthesis protein Alg8	alg8
PA3542	alginate biosynthesis protein Alg44	alg44
PA3543	alginate biosynthetic protein AlgK precursor	algK
PA3544	Alginate production outer membrane protein AlgE precursor	algE
PA3545	alginate-c5-mannuronan-epimerase AlgG	algG
PA3546	alginate biosynthesis protein AlgX	algX
PA3547	poly(beta-d-mannuronate) lyase precursor AlgL	algL
PA3548	alginate o-acetyltransferase AlgI	algI
PA3549	alginate o-acetyltransferase AlgJ	algJ
PA3550	alginate o-acetyltransferase AlgF	algF
PA3551	phosphomannose isomerase / guanosine 5'-diphospho-D-mannose pyrophosphorylase	algA
PA3552	ArnB	arnB
PA3553	ArnC	arnC
PA3554	ArnA	arnA
PA3555	ArnD	arnD
PA3556	inner membrane L-Ara4N transferase ArnT	arnT
PA3557	ArnE	arnE
PA3558	ArnF	arnF
PA3559	probable nucleotide sugar dehydrogenase	PA3559
PA3560	phosphotransferase system transporter fructose-specific IIBC component, FruA	fruA
PA3561	1-phosphofructokinase	fruK
PA3562	phosphotransferase system transporter enzyme I, FruI	fruI
PA3563	fructose transport system repressor FruR	fruR
PA3564	conserved hypothetical protein	PA3564
PA3565	probable transcriptional regulator	PA3565
PA3566	conserved hypothetical protein	PA3566
PA3567	probable oxidoreductase	PA3567
PA3568	probable acetyl-coa synthetase	PA3568
PA3569	3-hydroxyisobutyrate dehydrogenase	mmsB
PA3570	methylmalonate-semialdehyde dehydrogenase	mmsA
PA3571	transcriptional regulator MmsR	mmsR
PA3572	hypothetical protein	PA3572
PA3573	probable major facilitator superfamily (MFS) transporter	PA3573
PA3574	NalD	nalD
PA3574.1	Uncharacterized protein	PA3574.1
PA3575	hypothetical protein	PA3575
PA3576	hypothetical protein	PA3576
PA3577	hypothetical protein	PA3577
PA3578	conserved hypothetical protein	PA3578
PA3579	probable carbohydrate kinase	PA3579
PA3580	conserved hypothetical protein	PA3580
PA3581	glycerol uptake facilitator protein	glpF
PA3582	glycerol kinase	glpK
PA3583	glycerol-3-phosphate regulon repressor	glpR
PA3584	glycerol-3-phosphate dehydrogenase	glpD
PA3585	membrane protein GlpM	glpM
PA3586	probable hydrolase	PA3586
PA3587	transcriptional regulator MetR	metR
PA3588	probable porin	PA3588
PA3589	probable acyl-CoA thiolase	PA3589
PA3590	probable hydroxyacyl-CoA dehydrogenase	PA3590
PA3591	probable enoyl-CoA hydratase/isomerase	PA3591
PA3592	conserved hypothetical protein	PA3592
PA3593	probable acyl-CoA dehydrogenase	PA3593
PA3594	probable transcriptional regulator	PA3594
PA3595	probable major facilitator superfamily (MFS) transporter	PA3595
PA3596	probable methylated-DNA--protein-cysteine methyltransferase	PA3596
PA3597	probable amino acid permease	PA3597
PA3598	conserved hypothetical protein	PA3598
PA3599	probable transcriptional regulator	PA3599
PA3600	conserved hypothetical protein	PA3600
PA3601	conserved hypothetical protein	PA3601
PA3602	conserved hypothetical protein	PA3602
PA3603	diacylglycerol kinase	dgkA
PA3604	response regulator ErdR	erdR
PA3605	hypothetical protein	PA3605
PA3606	conserved hypothetical protein	PA3606
PA3607	polyamine transport protein PotA	potA
PA3608	polyamine transport protein PotB	potB
PA3609	polyamine transport protein PotC	potC
PA3610	polyamine transport protein PotD	potD
PA3611	hypothetical protein	PA3611
PA3612	conserved hypothetical protein	PA3612
PA3613	hypothetical protein	PA3613
PA3614	hypothetical protein	PA3614
PA3615	hypothetical protein	PA3615
PA3616	conserved hypothetical protein	PA3616
PA3617	RecA protein	recA
PA3618	conserved hypothetical protein	PA3618
PA3619	hypothetical protein	PA3619
PA3620	DNA mismatch repair protein MutS	mutS
PA3621	ferredoxin I	fdxA
PA3622	sigma factor RpoS	rpoS
PA3623	conserved hypothetical protein	PA3623
PA3624	L-isoaspartate protein carboxylmethyltransferase type II	pcm
